NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 2515;AV AMERICO ANTONY,  1863 69076810  MANAUS AM ;31006;4;
Cliente Ficticio 2516;R MARIA LUZIA GOMES DA COSTA, 99999, RUA 49, QD 79, LT 45 24344541  NITEROI RJ ;24463;4;
Cliente Ficticio 2517;R FELISMINA CORTEZ PIRES,   451, LT 15, QD 19 24340280  NITEROI RJ ;5882;4;
Cliente Ficticio 2518;R IGNEZ MOTTA PIVA,   212, FD 1 13140699  PAULINIA SP ;9684;4;
Cliente Ficticio 2519;R ZENON,   555 69036580  MANAUS AM ;16042;4;
Cliente Ficticio 2520;R ANTONIO MACUCO ALVES,   436 05382050  SAO PAULO SP ;14065;4;
Cliente Ficticio 2521;R BRESSER,   721, CASA 3 03017000  SAO PAULO SP ;22095;4;
Cliente Ficticio 2522;R JUVELINA BERTELLI ELIAS,    85, CASA 1 18105140  SOROCABA SP ;8913;4;
Cliente Ficticio 2523;R CARLOS AFONSECA,   190, BL B, APT 65 11055240  SANTOS SP ;20058;4;
Cliente Ficticio 2524;R CON EUGENIO LEITE,1122,AP 51 05414001  SAO PAULO SP ;29625;4;
Cliente Ficticio 2525;AV LIBERO BADARO,   114, CASA 2 09581610  SAO CAETANO DO SUL SP ;28020;4;
Cliente Ficticio 2526;AV CARAMURU,  2300, ED DOLCE VITA - TORRE 1, APT 1011 14025710  RIBEIRAO PRETO SP ;20350;4;
Cliente Ficticio 2527;R NICOLAU ANCONA LOPEZ,    48, CASA 1 01522010  SAO PAULO SP ;22338;4;
Cliente Ficticio 2528;R LOTUS,    56 03265000  SAO PAULO SP ;21848;4;
Cliente Ficticio 2529;R JUDITE MODESTO MARTINS,    50, FT 13185471  HORTOLANDIA SP ;6388;4;
Cliente Ficticio 2530;R ELIETE ROLEMBERG DE FIGUEIREDO,36,QD K 57071000  MACEIO AL ;28187;4;
Cliente Ficticio 2531;AV BANDEIRANTES,   751, APT 301 30310403  BELO HORIZONTE MG ;45413;4;
Cliente Ficticio 2532;R RACHEL GOMES DA SILVA,99999,LT 30 QD 26 23059319  RIO DE JANEIRO RJ ;21134;4;
Cliente Ficticio 2533;R AFONSO DE SOUZA,    36 93315380  NOVO HAMBURGO RS ;8633;4;
Cliente Ficticio 2535;R VICENTE LEPORACE,   102 09940360  DIADEMA SP ;2125;4;
Cliente Ficticio 2536;R ALBERTO SCHIRATO,   691 14403105  FRANCA SP ;20744;4;
Cliente Ficticio 2537;R URUGUAI,   413, APT 1201 20510055  RIO DE JANEIRO RJ ;32600;4;
Cliente Ficticio 2538;R CDOR FRAGATA,766 17519020  MARILIA SP ;29866;4;
Cliente Ficticio 2539;R JEQUERI,   100, BL C, APT 511 31210070  BELO HORIZONTE MG ;53628;4;
Cliente Ficticio 2540;R DOS GUARANIS,  1386 14406688  FRANCA SP ;22378;4;
Cliente Ficticio 2541;AV HELENIR CARIOCA DOS REIS BARROS,   563 12513485  GUARATINGUETA SP ;17449;4;
Cliente Ficticio 2542;R MANUEL ALONSO MEDINA,   246, APT 63 04650031  SAO PAULO SP ;39421;4;
Cliente Ficticio 2543;R PIRATININGA,   259 12040240  TAUBATE SP ;13197;4;
Cliente Ficticio 2545;R ANTONIO DE SOUZA LOBO,   143, BL 9, APT 12 05845240  SAO PAULO SP ;37120;4;
Cliente Ficticio 2546;R HEDAIR LABRE FRANCA,    69 05567100  SAO PAULO SP ;17954;4;
Cliente Ficticio 2547;R MAE TERESA,   111 12050600  TAUBATE SP ;5280;4;
Cliente Ficticio 2548;AV ALCINO TEIXEIRA SILVA,   950 14407218  FRANCA SP ;18352;4;
Cliente Ficticio 2549;R APIRUI,    96, CASA 1 21635090  RIO DE JANEIRO RJ ;37767;4;
Cliente Ficticio 2550;R RENATO DE MENEZES BERENGUER,800,ED GENOVA A 41830315  SALVADOR BA ;10833;4;
Cliente Ficticio 2551;AV STA LEOPOLDINA,  2050, APT 402 ETAPA 02 29102385  VILA VELHA ES ;30756;4;
Cliente Ficticio 2552;R BENEDITO RODRIGUES ALVES,54 09360260  MAUA SP ;11109;4;
Cliente Ficticio 2553;AV DA CAPITAL,  1514, BL B, APT 12 79022180  CAMPO GRANDE MS ;10897;4;
Cliente Ficticio 2554;R MACEDO SOBRINHO,    70, APT 501 22271080  RIO DE JANEIRO RJ ;35943;4;
Cliente Ficticio 2555;R DA GROTA,   530 02206010  SAO PAULO SP ;2000;4;
Cliente Ficticio 2556;R DR AREA LEAO,1051,LJ 2 64016700  TERESINA PI ;36578;4;
Cliente Ficticio 2557;R CALDAS DA RAINHA,  1291 31255180  BELO HORIZONTE MG ;19419;4;
Cliente Ficticio 2558;R MARCOS VENDRAMINI,    58 11087320  SANTOS SP ;16659;4;
Cliente Ficticio 2559;R PAULO PRIMO BERTOCCO,    14, / A 03734210  SAO PAULO SP ;11176;4;
Cliente Ficticio 2560;R DHALIA,   222, ED FABIANO, APT 201 51020290  RECIFE PE ;28799;4;
Cliente Ficticio 2561;R ANTONIO MOLENTO,70 17209100  JAU SP ;16058;4;
Cliente Ficticio 2562;PSG CAJUI,49 66623100  BELEM PA ;15089;4;
Cliente Ficticio 2563;AV S PAULO,  1088 09111410  SANTO ANDRE SP ;8518;4;
Cliente Ficticio 2564;R PRUDENTE DE MORAES,   446 52041735  RECIFE PE ;24364;4;
Cliente Ficticio 2565;R DR CLEMENTINO,   576, CASA 2 03059030  SAO PAULO SP ;21606;4;
Cliente Ficticio 2566;R ARMANDO BIAZINI,   519, CASA 02 12922630  BRAGANCA PAULISTA SP ;31085;4;
Cliente Ficticio 2567;R AUGUSTO R C DOS ANJOS,   567, CASA 02 08744096  MOGI DAS CRUZES SP ;15950;4;
Cliente Ficticio 2568;R SALVADOR,  1140 82940160  CURITIBA PR ;1887;4;
Cliente Ficticio 2569;AV CAMPOS SALES,    51 11013401  SANTOS SP ;22205;4;
Cliente Ficticio 2571;R NIVALDO CANIZZA,   255 15081390  SAO JOSE DO RIO PRETO SP ;1118;4;
Cliente Ficticio 2572;R ARROIO TEIXEIRA,11 03687110  SAO PAULO SP ;20754;4;
Cliente Ficticio 2573;R BELCHIOR DE AZEVEDO,   222, BL B, APT 37 05089030  SAO PAULO SP ;20619;4;
Cliente Ficticio 2574;R EDGAR CARDOSO GUIMARAES COTIA,55 27323430  BARRA MANSA RJ ;16036;4;
Cliente Ficticio 2575;R S LEONARDO,    87 02803000  SAO PAULO SP ;23749;4;
Cliente Ficticio 2576;R JORGE QUINTILIANO,   641 16050635  ARACATUBA SP ;21422;4;
Cliente Ficticio 2577;AV ELISIO TEIXEIRA LEITE,  2619 02801000  SAO PAULO SP ;16685;4;
Cliente Ficticio 2578;R JORN HENRIQUE CORDEIRO,    70, BL 2, APT 2004 22631450  RIO DE JANEIRO RJ ;16266;4;
Cliente Ficticio 2579;R FRANCISCO REBELO,854 03212000  SAO PAULO SP ;2613;4;
Cliente Ficticio 2581;R ALVARO LINS,    38, APT 3 09130160  SANTO ANDRE SP ;10626;4;
Cliente Ficticio 2582;R DOS VIANAS,   380, BL C, APT 123 09760000  SAO BERNARDO DO CAMPO SP ;26696;4;
Cliente Ficticio 2583;R AGENOR MARCONDES GODOY,    68, FD 27535140  RESENDE RJ ;9596;4;
Cliente Ficticio 2584;R AZUL,194 06654800  ITAPEVI SP ;9428;4;
Cliente Ficticio 2585;AV DR ABRAHAO BRICKMANN,   321, BL B, APT 27 14407010  FRANCA SP ;11895;4;
Cliente Ficticio 2586;R AURELIO FIGUEIREDO,   183 58085390  JOAO PESSOA PB ;5927;4;
Cliente Ficticio 2587;R C 137,   771, QD 312, LT 04, APT 401 74275060  GOIANIA GO ;5295;4;
Cliente Ficticio 2588;R CANDIDO BRASIL ESTRELA,   161 15054220  SAO JOSE DO RIO PRETO SP ;8920;4;
Cliente Ficticio 2589;R DEMOCRATA,    40 31920242  BELO HORIZONTE MG ;14705;4;
Cliente Ficticio 2590;R ANTONIO ALONSO GONZALEZ,   515, ED TWICE BAHIA, APT 163 11420410  GUARUJA SP ;14493;4;
Cliente Ficticio 2591;R DR NOGUCHI,   250, FD , CASA 3 21060420  RIO DE JANEIRO RJ ;2087;4;
Cliente Ficticio 2592;R SIRIA,    11 09251010  SANTO ANDRE SP ;12395;4;
Cliente Ficticio 2593;R JULIO BRAGA,   541 24355250  NITEROI RJ ;45147;4;
Cliente Ficticio 2594;AV GENTIL BITTENCOURT,  2535, ED RUTH MARIA, APT 506 66063022  BELEM PA ;10333;4;
Cliente Ficticio 2595;R JOAO BONATTO,     4 82110100  CURITIBA PR ;14558;4;
Cliente Ficticio 2596;R SYLVIO DA ROCHA POLLIS,   201, BL 4, APT 1103 22793395  RIO DE JANEIRO RJ ;23098;4;
Cliente Ficticio 2597;R DO IRERE,403,BLCO 55 APRT 202 21875230  RIO DE JANEIRO RJ ;10927;4;
Cliente Ficticio 2598;R MESSIA ASSU,   299, APT 71 11320130  SAO VICENTE SP ;21787;4;
Cliente Ficticio 2599;R DR ALBERTO SEABRA,   626 05452000  SAO PAULO SP ;36766;4;
Cliente Ficticio 2600;R AMERICO PONTES,0000,QD 60-A LT 20 74423370  GOIANIA GO ;27196;4;
Cliente Ficticio 2601;R ANDRE DE ALMEIDA,  1620, BL 10, APT 31 03950000  SAO PAULO SP ;18356;4;
Cliente Ficticio 2602;ROD JOSE CARLOS DAUX,5025,VILAGE DECOR LJ 14 88032005  FLORIANOPOLIS SC ;17019;4;
Cliente Ficticio 2603;R AGUACERITA,   123 02241130  SAO PAULO SP ;10898;4;
Cliente Ficticio 2604;R EPONINA VIANA CREDIDIO,     8 08275650  SAO PAULO SP ;5944;4;
Cliente Ficticio 2605;R EURICO HUMMIG,   633, TOR 1, APT 1901 86050464  LONDRINA PR ;29485;4;
Cliente Ficticio 2606;R PEDRO DE TOLEDO,    99, / A 09371060  MAUA SP ;19421;4;
Cliente Ficticio 2607;EST MARTIM FELIX BERTA,  3300, BL G, APT 326 91270650  PORTO ALEGRE RS ;14775;4;
Cliente Ficticio 2608;R DR RUBINO DE OLIVEIRA,    55 18060015  SOROCABA SP ;20791;4;
Cliente Ficticio 2609;R MANOEL RIBEIRO,   678 14406674  FRANCA SP ;13161;4;
Cliente Ficticio 2610;R DELFINOPOLIS,   251, APT 102 31130650  BELO HORIZONTE MG ;41484;4;
Cliente Ficticio 2611;R LELIA M SALLOUM,  2233 14407064  FRANCA SP ;16896;4;
Cliente Ficticio 2612;R ARTHUR FRANCHINI,1590,JD DERMINIO 14406512  FRANCA SP ;6556;4;
Cliente Ficticio 2613;R MAL DEODORO,   868 04738001  SAO PAULO SP ;17148;4;
Cliente Ficticio 2614;AV GIOVANNI GRONCHI,  6675, BL 12/PORTO VELHO, APT 142 05724005  SAO PAULO SP ;25952;4;
Cliente Ficticio 2615;R BEIJA-FLOR,   216 06655260  ITAPEVI SP ;12114;4;
Cliente Ficticio 2617;R MARIO DE CAMPOS LIMA,   224 18053080  SOROCABA SP ;23424;4;
Cliente Ficticio 2618;AV ITALIA,  1200, BL HOLANDA, APT 21 12030212  TAUBATE SP ;29403;4;
Cliente Ficticio 2619;AV NILO SIMAS,   687 88308400  ITAJAI SC ;23556;4;
Cliente Ficticio 2620;R FRANZ STEINER,   665 08730270  MOGI DAS CRUZES SP ;17071;4;
Cliente Ficticio 2621;R CACHOEIRA DE SANTA CRUZ,98 03625000  SAO PAULO SP ;4917;4;
Cliente Ficticio 2622;COLONIA AGRICOLA SAMAMBAIA, CH 78, RUA 03, LT B 72110600  BRASILIA DF ;31956;4;
Cliente Ficticio 2623;R GIACOMO MARCHIONI,123 09760260  SAO BERNARDO DO CAMPO SP ;20727;4;
Cliente Ficticio 2624;AV FRANCISCO A SILVA TOFFULI,   181 12070090  TAUBATE SP ;6944;4;
Cliente Ficticio 2625;R GAROPA,   199, TOR 2, APT 45 08030410  SAO PAULO SP ;14385;4;
Cliente Ficticio 2626;R ARAXA,   452, APT 502 31110272  BELO HORIZONTE MG ;25623;4;
Cliente Ficticio 2627;R MACAPA,  1160 14402275  FRANCA SP ;8472;4;
Cliente Ficticio 2628;AV FLEMING,   871, BL 04, APT 703 31310490  BELO HORIZONTE MG ;16017;4;
Cliente Ficticio 2629;R ANTONIO LOBOSQUI,  2907 14403638  FRANCA SP ;20357;4;
Cliente Ficticio 2630;R ARI BARROSO,    68, BL CASA BLANCA, APT 61 09790240  SAO BERNARDO DO CAMPO SP ;20161;4;
Cliente Ficticio 2631;R PRF CLEMENTINO DE BRITO,   390 88070150  FLORIANOPOLIS SC ;32753;4;
Cliente Ficticio 2632;R GOANANA,65 03646020  SAO PAULO SP ;9504;4;
Cliente Ficticio 2633;R OLAVO SOUSA AGUIAR,   145, BL 28, APT 204 21735220  RIO DE JANEIRO RJ ;45713;4;
Cliente Ficticio 2634;R 88,   679, QD F-36, LT 77, APT 102 74085115  GOIANIA GO ;24917;4;
Cliente Ficticio 2635;AV SAUL NONNENMACHER,   430 91751220  PORTO ALEGRE RS ;27998;4;
Cliente Ficticio 2636;R DA. TECLA,311,BL A       APT 61 07097380  GUARULHOS SP ;20568;4;
Cliente Ficticio 2637;R ARMANDO MONTEIRO,    80 60411085  FORTALEZA CE ;16818;4;
Cliente Ficticio 2638;R CORNELIA,275,AP 1 09195590  SANTO ANDRE SP ;9846;4;
Cliente Ficticio 2639;R CDA DE SAO JOAQUIM,   239, APT 74 01320000  SAO PAULO SP ;18746;4;
Cliente Ficticio 2640;R LUCIANO JACOMO DA SILVA,   133, FD CASA 02 21635280  RIO DE JANEIRO RJ ;23904;4;
Cliente Ficticio 2641;R AMERICO GIACOMINI,277,AP FRENT 07120180  GUARULHOS SP ;21288;4;
Cliente Ficticio 2643;R EDUARDO SANTOS PEREIRA,1219 79010030  CAMPO GRANDE MS ;23394;4;
Cliente Ficticio 2644;R ALAGOAS,  1560, ED RIVER SIDE RESIDENCE, APT 304. 86020430  LONDRINA PR ;16537;4;
Cliente Ficticio 2645;AV DA BELMIRA MARIN,  1751, CASA 2 04846010  SAO PAULO SP ;28518;4;
Cliente Ficticio 2646;R AV ARMIN BUHRER,   693 81560540  CURITIBA PR ;11496;4;
Cliente Ficticio 2647;R PASSO FUNDO,   272, / F1 93280290  ESTEIO RS ;23641;4;
Cliente Ficticio 2648;R ENG ALPHEU JOSE RIBAS SAMPAIO,2,N 25 APTO 1202 17012631  BAURU SP ;26305;4;
Cliente Ficticio 2649;R CEL JOSE DE CASTRO,539 12701450  CRUZEIRO SP ;15187;4;
Cliente Ficticio 2650;R A-1,    13, QD 3A 78095250  CUIABA MT ;20869;4;
Cliente Ficticio 2651;R TUPININQUINS,94 13457040  SANTA BARBARA D OESTE SP ;13427;4;
Cliente Ficticio 2653;R ANTONIO PERES PANIAGUA,535,BL I, APT 12, VILA QUITAUNA 06186100  OSASCO SP ;25831;4;
Cliente Ficticio 2654;R RIO GRANDE DO SUL,212 17509130  MARILIA SP ;9499;4;
Cliente Ficticio 2655;R DA GAVEA,  1264 02121020  SAO PAULO SP ;23610;4;
Cliente Ficticio 2656;AV DOS ESTADOS,   261, TOR 2, APT 106 80610040  CURITIBA PR ;27295;4;
Cliente Ficticio 2657;R ERNESTO TRUYTS,    78 12309490  JACAREI SP ;11742;4;
Cliente Ficticio 2658;R MEM DE SA,   361 87010370  MARINGA PR ;12180;4;
Cliente Ficticio 2659;R REG FEIJO,    72 13451024  SANTA BARBARA D OESTE SP ;11490;4;
Cliente Ficticio 2660;AV PRF NILTON LINS,  1100, COND ALPHA GARDEN, CASA 6 69058030  MANAUS AM ;38343;4;
Cliente Ficticio 2663;R TAPAJOS,   522 69010150  MANAUS AM ;16424;4;
Cliente Ficticio 2664;AL DOS MARACATINS,898 04089001  SAO PAULO SP ;11842;4;
Cliente Ficticio 2665;R QUATORZE DE JULHO,  2477 97502791  URUGUAIANA RS ;24956;4;
Cliente Ficticio 2666;R VISC DE SANTA ISABEL,136,BL 2 AP 502 20560120  RIO DE JANEIRO RJ ;27403;4;
Cliente Ficticio 2667;R DR MARIO SAMPAIO MARTINS,   111, CASA 4 12245100  SAO JOSE DOS CAMPOS SP ;29011;4;
Cliente Ficticio 2668;R LUIZ GIANEZELLA,    84 06420090  BARUERI SP ;2896;4;
Cliente Ficticio 2669;AV DA BELMIRA MARIN,   815 04846010  SAO PAULO SP ;8066;4;
Cliente Ficticio 2670;PC JOAO BRITO DOS SANTOS,    47 11700088  PRAIA GRANDE SP ;11990;4;
Cliente Ficticio 2671;AV STA BARBARA,   679 07191310  GUARULHOS SP ;21057;4;
Cliente Ficticio 2672;AV PRF MAGALHAES PENIDO,   403, APT 101 31270383  BELO HORIZONTE MG ;26463;4;
Cliente Ficticio 2673;R JOAO POLASTRI,   800, CASA -99 13501105  RIO CLARO SP ;7673;4;
Cliente Ficticio 2674;R JAVARI,   411, CASA 3 09932210  DIADEMA SP ;14547;4;
Cliente Ficticio 2676;R HERMENEGILDO GOIS PARENTE,313 03678000  SAO PAULO SP ;32208;4;
Cliente Ficticio 2677;R JORGE RUDGE,    50 20550220  RIO DE JANEIRO RJ ;2872;4;
Cliente Ficticio 2678;R ALBANO SANTINELLI,   275 17209822  JAU SP ;10553;4;
Cliente Ficticio 2679;R CAPICOBA,    65 08061140  SAO PAULO SP ;12684;4;
Cliente Ficticio 2680;R ERNESTO VOLPATO,   748, CASA B 87083410  MARINGA PR ;20470;4;
Cliente Ficticio 2681;AV EMB ABELARDO BUENO,  3000, BL 3, APT 1303 22775040  RIO DE JANEIRO RJ ;33980;4;
Cliente Ficticio 2682;AV MONTEMAGNO,  2298 03371000  SAO PAULO SP ;26055;4;
Cliente Ficticio 2683;R MARIA ROQUE MENCONI,   188 13485170  LIMEIRA SP ;8601;4;
Cliente Ficticio 2684;R FRANCISCO DE ABREU,47 02919030  SAO PAULO SP ;11869;4;
Cliente Ficticio 2685;R LARANJA DA BAHIA,   294 03581160  SAO PAULO SP ;19300;4;
Cliente Ficticio 2686;VICENTE PIRES, RUA 06, CH 276, LT 22 72006400  BRASILIA DF ;35217;4;
Cliente Ficticio 2687;R DIOGENES MUNIZ BARRETO,   963 14802145  ARARAQUARA SP ;35388;4;
Cliente Ficticio 2689;AV DURVAL GUIMARAES,   539, ED HERMANO PEDROSA, APT 401 57035060  MACEIO AL ;39760;4;
Cliente Ficticio 2690;R S BRAS DO SUACUI,   780 31230520  BELO HORIZONTE MG ;22943;4;
Cliente Ficticio 2691;R MTE PERCILIANO ANDRADE,    26 49097430  ARACAJU SE ;10160;4;
Cliente Ficticio 2692;R GUARARAPES,    37 13807025  MOGI MIRIM SP ;3403;4;
Cliente Ficticio 2693;SRES,00,QD04 BLPCASA 02 70648163  BRASILIA DF ;38297;4;
Cliente Ficticio 2694;R PARAPUA,  1853, FD 02831001  SAO PAULO SP ;10213;4;
Cliente Ficticio 2696;R ARMANDO SHIBATA,   165, FD 05587070  SAO PAULO SP ;5453;4;
Cliente Ficticio 2697;R EVARISTO DA VEIGA,   269, ED MONTREAL, APT 34 11075661  SANTOS SP ;21795;4;
Cliente Ficticio 2698;R JULIO CEZAR JACINTHO DE MELLO SARAIVA,   208 14079322  RIBEIRAO PRETO SP ;15196;4;
Cliente Ficticio 2699;R SOUSA CALDAS,   187, CASA 21550160  RIO DE JANEIRO RJ ;26379;4;
Cliente Ficticio 2700;R EDUARDO SANTALUCIA,     1, CASA 4 03642080  SAO PAULO SP ;9347;4;
Cliente Ficticio 2701;R CAP LEONIDAS MARQUES,  2410, BL B, APT 21 81550000  CURITIBA PR ;17883;4;
Cliente Ficticio 2702;R RIO PIQUIRI,   786, BL 2, APT 203 83323010  PINHAIS PR ;30465;4;
Cliente Ficticio 2703;R FR BONIFACIO HARINK,   218, FD 08840180  MOGI DAS CRUZES SP ;10437;4;
Cliente Ficticio 2704;PSG Q-1 (CJ GLEBA I),    90 66620999  BELEM PA ;10541;4;
Cliente Ficticio 2705;R RAUL POMPEIA,    75, BL 2, COB 1 24070080  NITEROI RJ ;23360;4;
Cliente Ficticio 2706;R PERUCABA,   117 03409010  SAO PAULO SP ;27303;4;
Cliente Ficticio 2707;R PARAGUAI,  1157 16025603  ARACATUBA SP ;17675;4;
Cliente Ficticio 2708;R PRF ARNALDO JOAO SEMERARO,871,BLOCO 4 APT62 04184000  SAO PAULO SP ;27541;4;
Cliente Ficticio 2709;AV DR BERNARDINO DE CAMPOS,   350, BL VITORIA, APT 31 11065002  SANTOS SP ;33139;4;
Cliente Ficticio 2710;TV JOAO MADERA,    33 02542140  SAO PAULO SP ;5680;4;
Cliente Ficticio 2711;QNM, QD 42, CJ A-2, CASA 50 72146231  BRASILIA DF ;3120;4;
Cliente Ficticio 2712;R FRANCISCO ALVES QUINTA,    91 05711130  SAO PAULO SP ;20487;4;
Cliente Ficticio 2713;R ANDRADINA,   162 06223120  OSASCO SP ;42469;4;
Cliente Ficticio 2714;R BARTIRA,    44 09570440  SAO CAETANO DO SUL SP ;26075;4;
Cliente Ficticio 2715;R ITAIPAVA,    29 09840310  SAO BERNARDO DO CAMPO SP ;6086;4;
Cliente Ficticio 2716;R QUINANTE,   266, CASA A 31610250  BELO HORIZONTE MG ;6413;4;
Cliente Ficticio 2717;R CB JOSE DA SILVA,    80, BL A1, APT 64 02185020  SAO PAULO SP ;16229;4;
Cliente Ficticio 2718;R AMANHECE,   507, BL A, APT 23 08151290  SAO PAULO SP ;63197;4;
Cliente Ficticio 2719;R PRFA FLORIPES SILVEIRA DE SOUZA, QD 1, - 11 17065420  BAURU SP ;22420;4;
Cliente Ficticio 2720;R MANUEL MANCOS,   206, CASA 2 04182110  SAO PAULO SP ;22757;4;
Cliente Ficticio 2721;AV FRANCISCO RODRIGUES FILHO,1461 08773380  MOGI DAS CRUZES SP ;20880;4;
Cliente Ficticio 2722;R MARTINHO DE SOUSA,   634, CASA 4 03807290  SAO PAULO SP ;26033;4;
Cliente Ficticio 2723;R CEL ARTHUR FERREIRA DE ABREU,  1361 82810070  CURITIBA PR ;27748;4;
Cliente Ficticio 2725;R GUARARAPES,    25 11075570  SANTOS SP ;17468;4;
Cliente Ficticio 2726;R S SEBASTIAO,  1706, CASA 01 14015040  RIBEIRAO PRETO SP ;21241;4;
Cliente Ficticio 2728;AV ANTONIO CARLOS COSTA,  1135, BL A, APT 74 06053014  OSASCO SP ;4992;4;
Cliente Ficticio 2729;COND QUINTAS ALVORADA, AVN RIO TIETE, LT 04 71680356  BRASILIA DF ;18598;4;
Cliente Ficticio 2730;R LUIZ RAZERA,300,AP 73 BL DC 13417530  PIRACICABA SP ;12006;4;
Cliente Ficticio 2731;R GASPAR DA SILVA,     2, CASA 1 11460030  GUARUJA SP ;23280;4;
Cliente Ficticio 2732;R DA GLORIA,    65,   A 69027620  MANAUS AM ;25730;4;
Cliente Ficticio 2733;R PASSO FUNDO,   200 99700068  ERECHIM RS ;18383;4;
Cliente Ficticio 2734;R CASERIO MODOLO,114 17204650  JAU SP ;18986;4;
Cliente Ficticio 2735;R AZUIL LOUREIRO,  1010, CASA A 11430111  GUARUJA SP ;28278;4;
Cliente Ficticio 2736;AV BRASILIANO INDIO DE MORAES,   347 91030001  PORTO ALEGRE RS ;36097;4;
Cliente Ficticio 2737;R 15,   672, QD J-11, LT 04 74150020  GOIANIA GO ;5946;4;
Cliente Ficticio 2738;AV ANTONIO PIRANGA,   504, SALA 2 09911160  DIADEMA SP ;16617;4;
Cliente Ficticio 2739;R VINTE E QUATRO DE MAIO,  1781, LJ 2 80220060  CURITIBA PR ;42054;4;
Cliente Ficticio 2740;R DO ARRAIAL,   209, BL C, APT 61 04122030  SAO PAULO SP ;12344;4;
Cliente Ficticio 2741;AV BERNARDO DE VASCONCELOS,   861 31150000  BELO HORIZONTE MG ;9972;4;
Cliente Ficticio 2742;R BELA VISTA,   186, CASA 1 06440050  BARUERI SP ;30696;4;
Cliente Ficticio 2743;R ARMANDO BACCELLI,   133 18074260  SOROCABA SP ;18417;4;
Cliente Ficticio 2744;R JOAO JOSE DE QUEIROZ,   855, CASA 2 03679000  SAO PAULO SP ;531;4;
Cliente Ficticio 2745;R SEDAN,   238 09230180  SANTO ANDRE SP ;31752;4;
Cliente Ficticio 2746;AV DO OURO,0,QUADRA [75] LT 10,  CASA 06] 74715550  GOIANIA GO ;12176;4;
Cliente Ficticio 2747;R VSC DE INHAUMA,23,APT 11 09571000  SAO CAETANO DO SUL SP ;15275;4;
Cliente Ficticio 2748;R OLIVIO BASILIO MARCAL,   300, CASA 14 06172226  OSASCO SP ;3712;4;
Cliente Ficticio 2749;R MANUEL ANTONIO CARVALHO,   117 05177120  SAO PAULO SP ;19182;4;
Cliente Ficticio 2750;R PE BENTO PACHECO,2773 13339070  INDAIATUBA SP ;12366;4;
Cliente Ficticio 2751;R FRANCA JUNIOR,    32 09350235  MAUA SP ;7674;4;
Cliente Ficticio 2752;R RADIO,    95, / A, CASA 1 09550480  SAO CAETANO DO SUL SP ;17022;4;
Cliente Ficticio 2753;R PATRIK DIMITRUK,   312, CASA 1 06260140  OSASCO SP ;15081;4;
Cliente Ficticio 2754;R RAIZAL,    86, CASA 2 04658130  SAO PAULO SP ;7337;4;
Cliente Ficticio 2755;AV ANTONIO NASCIMENTO COSTA,   483 08790220  MOGI DAS CRUZES SP ;23280;4;
Cliente Ficticio 2756;R INOCENCIO COELHO MARTINS,   320 82810560  CURITIBA PR ;10312;4;
Cliente Ficticio 2757;R JOAO SPERANDIO,    51 14061510  RIBEIRAO PRETO SP ;21228;4;
Cliente Ficticio 2758;R MILTON SANTOS VILA DA JUSTICA,54,CASA 1 06145127  OSASCO SP ;18763;4;
Cliente Ficticio 2759;R DOS DOURADOS,354 13403328  PIRACICABA SP ;25811;4;
Cliente Ficticio 2761;EST DO TINDIBA,    35, BL 3, APT 405 22740360  RIO DE JANEIRO RJ ;19911;4;
Cliente Ficticio 2762;R DR SOUZA MEIRELLES,    70, FD 05165100  SAO PAULO SP ;24714;4;
Cliente Ficticio 2763;R PEDRO DE OLIVEIRA,183 97095520  SANTA MARIA RS ;6317;4;
Cliente Ficticio 2764;HERIBALDO COSTA,100,BL 16 QD S/N 60511013  FORTALEZA CE ;19948;4;
Cliente Ficticio 2765;R PE SILVESTRE KANDORA,   380, LJ 3 81280240  CURITIBA PR ;13993;4;
Cliente Ficticio 2766;AV LOURENCO DELLA NINA,    38, CASA C 08750380  MOGI DAS CRUZES SP ;3248;4;
Cliente Ficticio 2768;R PE CHAMPAGNAT,30,AP 202 20511080  RIO DE JANEIRO RJ ;15213;4;
Cliente Ficticio 2769;R DOMINGOS ANTONIO MARRONI,    98 17512430  MARILIA SP ;20571;4;
Cliente Ficticio 2770;R EGIDIO FELINI,   126, BL A, APT 13 02815040  SAO PAULO SP ;9583;4;
Cliente Ficticio 2771;R PRES FRANKLIN DELANO ROOSEVELT,12,ED VERANEIO,APT 804,BL R 11320170  SAO VICENTE SP ;51695;4;
Cliente Ficticio 2772;R MOROM,1280,22 99010031  PASSO FUNDO RS ;18599;4;
Cliente Ficticio 2773;R BENTO COELHO DA SILVEIRA,100,APTO 62 04330080  SAO PAULO SP ;40606;4;
Cliente Ficticio 2774;R BR DE JAGUARA,   504, ED SANTA MARIA, APT 2 13015000  CAMPINAS SP ;18869;4;
Cliente Ficticio 2775;TERCEIRA AVENIDA BLOCO,1360,CASA 04 71720014  NUCLEO BANDEIRANTE DF ;24074;4;
Cliente Ficticio 2776;AV PEDRO AMERICO,  1115, BL 1, APT 23 09110560  SANTO ANDRE SP ;5929;4;
Cliente Ficticio 2777;R CEL NEVES,    55 90870280  PORTO ALEGRE RS ;25025;4;
Cliente Ficticio 2778;R TEN ALEXANDRE G DE S LACERDA,  1391 12085160  TAUBATE SP ;7659;4;
